AREA,MAINTRAVELWORK,AGE,Value,Flags
210900,12,2,0,
210900,16,2,0,
211000,9999,2,60,
211000,6,2,0,
211000,10,2,3,
211000,12,2,0,
211000,16,2,3,
211100,9999,2,63,
211100,6,2,0,
211100,10,2,3,
211100,12,2,0,
211100,16,2,0,
211200,9999,2,96,
211200,6,2,0,
211200,10,2,6,
211200,12,2,0,
211200,16,2,0,
211300,9999,2,123,
211300,6,2,0,
211300,10,2,6,
211300,12,2,0,
211300,16,2,0,
211400,9999,2,54,
211400,6,2,0,
211400,10,2,3,
211400,12,2,0,
211400,16,2,0,
211500,9999,2,96,
211500,6,2,0,
211500,10,2,6,
211500,12,2,0,
211500,16,2,0,
211600,9999,2,417,
211600,6,2,3,
211600,10,2,33,
211600,12,2,0,
211600,16,2,12,
211700,9999,2,48,
211700,6,2,0,
211700,10,2,0,
211700,12,2,0,
211700,16,2,3,
211800,9999,2,42,
211800,6,2,0,
211800,10,2,0,
211800,12,2,0,
211800,16,2,3,
211900,9999,2,60,
211900,6,2,0,
211900,10,2,6,
211900,12,2,0,
211900,16,2,3,
212000,9999,2,45,
212000,6,2,0,
212000,10,2,3,
212000,12,2,0,
212000,16,2,3,
212100,9999,2,12,
212100,6,2,3,
212100,10,2,0,
212100,12,2,0,
212100,16,2,0,
212200,9999,2,75,
212200,6,2,0,
212200,10,2,3,
212200,12,2,0,
212200,16,2,0,
212300,9999,2,129,
212300,6,2,0,
212300,10,2,3,
212300,12,2,0,
212300,16,2,0,
212400,9999,2,66,
212400,6,2,0,
212400,10,2,3,
212400,12,2,0,
212400,16,2,0,
212500,9999,2,27,
212500,6,2,0,
212500,10,2,0,
212500,12,2,0,
212500,16,2,0,
212600,9999,2,48,
212600,6,2,3,
212600,10,2,6,
212600,12,2,0,
212600,16,2,0,
212700,9999,2,,c
212700,6,2,,c
212700,10,2,,c
212700,12,2,,c
212700,16,2,,c
212800,9999,2,867,
212800,6,2,6,
212800,10,2,24,
212800,12,2,0,
212800,16,2,6,
212900,9999,2,423,
212900,6,2,3,
212900,10,2,27,
212900,12,2,0,
212900,16,2,9,
213000,9999,2,36,
213000,6,2,0,
213000,10,2,3,
213000,12,2,0,
213000,16,2,0,
213100,9999,2,45,
213100,6,2,0,
213100,10,2,0,
213100,12,2,0,
213100,16,2,0,
213200,9999,2,102,
213200,6,2,3,
213200,10,2,6,
213200,12,2,0,
213200,16,2,0,
213300,9999,2,105,
213300,6,2,0,
213300,10,2,6,
213300,12,2,0,
213300,16,2,0,
213400,9999,2,66,
213400,6,2,0,
213400,10,2,3,
213400,12,2,0,
213400,16,2,3,
213500,9999,2,30,
213500,6,2,0,
213500,10,2,0,
213500,12,2,0,
213500,16,2,0,
213600,9999,2,96,
213600,6,2,3,
213600,10,2,12,
213600,12,2,0,
213600,16,2,3,
213700,9999,2,126,
213700,6,2,3,
213700,10,2,9,
213700,12,2,0,
213700,16,2,3,
213800,9999,2,30,
213800,6,2,0,
213800,10,2,3,
213800,12,2,0,
213800,16,2,0,
213900,9999,2,27,
213900,6,2,0,
213900,10,2,3,
213900,12,2,0,
213900,16,2,0,
214000,9999,2,108,
214000,6,2,0,
214000,10,2,12,
214000,12,2,0,
214000,16,2,0,
214100,9999,2,72,
214100,6,2,3,
214100,10,2,15,
214100,12,2,0,
214100,16,2,0,
214200,9999,2,18,
214200,6,2,0,
214200,10,2,0,
214200,12,2,0,
214200,16,2,3,
214300,9999,2,1110,
214300,6,2,39,
214300,10,2,105,
214300,12,2,0,
214300,16,2,18,
214400,9999,2,78,
214400,6,2,0,
214400,10,2,3,
214400,12,2,0,
214400,16,2,0,
214500,9999,2,69,
214500,6,2,0,
214500,10,2,3,
214500,12,2,0,
214500,16,2,0,
214600,9999,2,54,
214600,6,2,0,
214600,10,2,0,
214600,12,2,0,
214600,16,2,0,
214700,9999,2,30,
214700,6,2,0,
214700,10,2,0,
214700,12,2,0,
214700,16,2,0,
214800,9999,2,39,
214800,6,2,0,
214800,10,2,0,
214800,12,2,0,
214800,16,2,0,
214900,9999,2,132,
214900,6,2,3,
214900,10,2,9,
214900,12,2,0,
214900,16,2,0,
215000,9999,2,96,
215000,6,2,0,
215000,10,2,3,
215000,12,2,0,
215000,16,2,0,
215100,9999,2,51,
215100,6,2,0,
215100,10,2,3,
215100,12,2,0,
215100,16,2,0,
215200,9999,2,60,
215200,6,2,0,
215200,10,2,3,
215200,12,2,0,
215200,16,2,0,
215300,9999,2,48,
215300,6,2,0,
215300,10,2,0,
215300,12,2,0,
215300,16,2,3,
215400,9999,2,222,
215400,6,2,3,
215400,10,2,6,
215400,12,2,0,
215400,16,2,3,
215500,9999,2,57,
215500,6,2,0,
215500,10,2,0,
215500,12,2,0,
215500,16,2,3,
215600,9999,2,270,
215600,6,2,0,
215600,10,2,6,
215600,12,2,0,
215600,16,2,9,
215700,9999,2,102,
215700,6,2,0,
215700,10,2,9,
215700,12,2,0,
215700,16,2,0,
215800,9999,2,246,
215800,6,2,0,
215800,10,2,24,
215800,12,2,0,
215800,16,2,0,
215900,9999,2,84,
215900,6,2,0,
215900,10,2,6,
215900,12,2,0,
215900,16,2,6,
216000,9999,2,18,
216000,6,2,0,
216000,10,2,3,
216000,12,2,0,
216000,16,2,0,
216100,9999,2,78,
216100,6,2,0,
216100,10,2,3,
216100,12,2,0,
216100,16,2,3,
216200,9999,2,63,
216200,6,2,0,
216200,10,2,0,
216200,12,2,0,
216200,16,2,3,
216300,9999,2,147,
216300,6,2,3,
216300,10,2,9,
216300,12,2,0,
216300,16,2,6,
216400,9999,2,39,
216400,6,2,0,
216400,10,2,0,
216400,12,2,0,
216400,16,2,0,
216500,9999,2,48,
216500,6,2,0,
216500,10,2,6,
216500,12,2,0,
216500,16,2,0,
216600,9999,2,108,
216600,6,2,0,
216600,10,2,6,
216600,12,2,0,
216600,16,2,0,
216700,9999,2,75,
216700,6,2,0,
216700,10,2,6,
216700,12,2,0,
216700,16,2,3,
216800,9999,2,81,
216800,6,2,3,
216800,10,2,3,
216800,12,2,0,
216800,16,2,3,
216900,9999,2,147,
216900,6,2,0,
216900,10,2,6,
216900,12,2,0,
216900,16,2,3,
217000,9999,2,2010,
217000,6,2,30,
217000,10,2,207,
217000,12,2,0,
217000,16,2,60,
217100,9999,2,39,
217100,6,2,0,
217100,10,2,0,
217100,12,2,0,
217100,16,2,0,
217200,9999,2,48,
217200,6,2,0,
217200,10,2,0,
217200,12,2,0,
217200,16,2,0,
217300,9999,2,285,
217300,6,2,3,
217300,10,2,12,
217300,12,2,0,
217300,16,2,3,
217400,9999,2,330,
217400,6,2,0,
217400,10,2,18,
217400,12,2,0,
217400,16,2,3,
217500,9999,2,147,
217500,6,2,0,
217500,10,2,9,
217500,12,2,0,
217500,16,2,0,
217600,9999,2,90,
217600,6,2,3,
217600,10,2,6,
217600,12,2,0,
217600,16,2,0,
217700,9999,2,1116,
217700,6,2,3,
217700,10,2,21,
217700,12,2,0,
217700,16,2,24,
217800,9999,2,75,
217800,6,2,0,
217800,10,2,3,
217800,12,2,0,
217800,16,2,0,
217900,9999,2,69,
217900,6,2,0,
217900,10,2,6,
217900,12,2,0,
217900,16,2,0,
218000,9999,2,54,
218000,6,2,0,
218000,10,2,3,
218000,12,2,0,
218000,16,2,0,
218100,9999,2,87,
218100,6,2,0,
218100,10,2,3,
218100,12,2,0,
218100,16,2,3,
218200,9999,2,15,
218200,6,2,0,
218200,10,2,3,
218200,12,2,0,
218200,16,2,0,
218300,9999,2,114,
218300,6,2,0,
218300,10,2,6,
218300,12,2,0,
218300,16,2,0,
218400,9999,2,270,
218400,6,2,3,
218400,10,2,12,
218400,12,2,0,
218400,16,2,3,
218500,9999,2,228,
218500,6,2,0,
218500,10,2,12,
218500,12,2,0,
218500,16,2,3,
218600,9999,2,87,
218600,6,2,0,
218600,10,2,3,
218600,12,2,0,
218600,16,2,0,
218700,9999,2,87,
218700,6,2,0,
218700,10,2,3,
218700,12,2,0,
218700,16,2,3,
218800,9999,2,30,
218800,6,2,0,
218800,10,2,0,
218800,12,2,0,
218800,16,2,0,
218900,9999,2,63,
218900,6,2,0,
218900,10,2,0,
218900,12,2,0,
218900,16,2,0,
219000,9999,2,120,
219000,6,2,0,
219000,10,2,6,
219000,12,2,0,
219000,16,2,3,
219100,9999,2,66,
219100,6,2,0,
219100,10,2,6,
219100,12,2,0,
219100,16,2,6,
219200,9999,2,36,
219200,6,2,0,
219200,10,2,0,
219200,12,2,0,
219200,16,2,3,
219300,9999,2,81,
219300,6,2,0,
219300,10,2,9,
219300,12,2,0,
219300,16,2,3,
219400,9999,2,150,
219400,6,2,0,
219400,10,2,6,
219400,12,2,0,
219400,16,2,6,
219500,9999,2,117,
219500,6,2,0,
219500,10,2,3,
219500,12,2,0,
219500,16,2,6,
219600,9999,2,216,
219600,6,2,6,
219600,10,2,21,
219600,12,2,0,
219600,16,2,3,
219700,9999,2,42,
219700,6,2,0,
219700,10,2,0,
219700,12,2,0,
219700,16,2,0,
219800,9999,2,93,
219800,6,2,3,
219800,10,2,3,
219800,12,2,0,
219800,16,2,6,
219900,9999,2,39,
219900,6,2,0,
219900,10,2,0,
219900,12,2,0,
219900,16,2,0,
220000,9999,2,81,
220000,6,2,0,
220000,10,2,0,
220000,12,2,0,
220000,16,2,3,
220100,9999,2,39,
220100,6,2,0,
220100,10,2,3,
220100,12,2,0,
220100,16,2,0,
220200,9999,2,6,
220200,6,2,,c
220200,10,2,,c
220200,12,2,,c
220200,16,2,,c
220300,9999,2,216,
220300,6,2,0,
220300,10,2,21,
220300,12,2,0,
220300,16,2,0,
220400,9999,2,57,
220400,6,2,0,
220400,10,2,6,
220400,12,2,0,
220400,16,2,0,
220500,9999,2,138,
220500,6,2,0,
220500,10,2,3,
220500,12,2,0,
220500,16,2,21,
220600,9999,2,144,
220600,6,2,0,
220600,10,2,3,
220600,12,2,0,
220600,16,2,21,
220700,9999,2,84,
220700,6,2,0,
220700,10,2,6,
220700,12,2,0,
220700,16,2,3,
220800,9999,2,102,
220800,6,2,0,
220800,10,2,3,
220800,12,2,0,
220800,16,2,12,
220900,9999,2,111,
220900,6,2,0,
220900,10,2,6,
220900,12,2,0,
220900,16,2,6,
221000,9999,2,234,
221000,6,2,0,
221000,10,2,30,
221000,12,2,0,
221000,16,2,0,
221100,9999,2,87,
221100,6,2,0,
221100,10,2,3,
221100,12,2,0,
221100,16,2,6,
221200,9999,2,51,
221200,6,2,0,
221200,10,2,3,
221200,12,2,0,
221200,16,2,3,
221300,9999,2,66,
221300,6,2,0,
221300,10,2,3,
221300,12,2,0,
221300,16,2,0,
221400,9999,2,144,
221400,6,2,0,
221400,10,2,6,
221400,12,2,0,
221400,16,2,3,
221500,9999,2,48,
221500,6,2,0,
221500,10,2,3,
221500,12,2,0,
221500,16,2,9,
221600,9999,2,138,
221600,6,2,0,
221600,10,2,6,
221600,12,2,0,
221600,16,2,3,
221700,9999,2,144,
221700,6,2,0,
221700,10,2,6,
221700,12,2,0,
221700,16,2,6,
221800,9999,2,186,
221800,6,2,0,
221800,10,2,12,
221800,12,2,0,
221800,16,2,3,
221900,9999,2,315,
221900,6,2,0,
221900,10,2,33,
221900,12,2,0,
221900,16,2,6,
222000,9999,2,48,
222000,6,2,0,
222000,10,2,3,
222000,12,2,0,
222000,16,2,9,
222100,9999,2,174,
222100,6,2,3,
222100,10,2,9,
222100,12,2,0,
222100,16,2,18,
222200,9999,2,24,
222200,6,2,0,
222200,10,2,3,
222200,12,2,0,
222200,16,2,0,
222300,9999,2,84,
222300,6,2,0,
222300,10,2,6,
222300,12,2,0,
222300,16,2,9,
222400,9999,2,96,
222400,6,2,0,
222400,10,2,3,
222400,12,2,0,
222400,16,2,3,
222500,9999,2,57,
222500,6,2,0,
222500,10,2,6,
222500,12,2,0,
222500,16,2,0,
222600,9999,2,246,
222600,6,2,6,
222600,10,2,12,
222600,12,2,0,
222600,16,2,6,
222700,9999,2,27,
222700,6,2,0,
222700,10,2,0,
222700,12,2,0,
222700,16,2,0,
222800,9999,2,66,
222800,6,2,0,
222800,10,2,9,
222800,12,2,0,
222800,16,2,3,
222900,9999,2,141,
222900,6,2,0,
222900,10,2,6,
222900,12,2,0,
222900,16,2,9,
223000,9999,2,54,
223000,6,2,0,
223000,10,2,9,
223000,12,2,0,
223000,16,2,0,
223100,9999,2,120,
223100,6,2,3,
223100,10,2,12,
223100,12,2,0,
223100,16,2,3,
223200,9999,2,144,
223200,6,2,0,
223200,10,2,51,
223200,12,2,0,
223200,16,2,0,
223300,9999,2,84,
223300,6,2,0,
223300,10,2,0,
223300,12,2,0,
223300,16,2,3,
223400,9999,2,60,
223400,6,2,0,
223400,10,2,0,
223400,12,2,0,
223400,16,2,3,
223500,9999,2,69,
223500,6,2,3,
223500,10,2,3,
223500,12,2,0,
223500,16,2,3,
223600,9999,2,30,
223600,6,2,0,
223600,10,2,3,
223600,12,2,0,
223600,16,2,0,
223700,9999,2,42,
223700,6,2,0,
223700,10,2,3,
223700,12,2,0,
223700,16,2,0,
223800,9999,2,60,
223800,6,2,0,
223800,10,2,0,
223800,12,2,0,
223800,16,2,6,
223900,9999,2,6,
223900,6,2,,c
223900,10,2,,c
223900,12,2,,c
223900,16,2,,c
224000,9999,2,120,
224000,6,2,0,
224000,10,2,3,
224000,12,2,0,
224000,16,2,6,
224100,9999,2,39,
224100,6,2,0,
224100,10,2,0,
224100,12,2,0,
224100,16,2,3,
224200,9999,2,42,
224200,6,2,0,
224200,10,2,3,
224200,12,2,0,
224200,16,2,0,
224300,9999,2,66,
224300,6,2,0,
224300,10,2,0,
224300,12,2,0,
224300,16,2,0,
224400,9999,2,39,
224400,6,2,0,
224400,10,2,3,
224400,12,2,0,
224400,16,2,3,
224500,9999,2,42,
224500,6,2,0,
224500,10,2,3,
224500,12,2,0,
224500,16,2,0,
224600,9999,2,24,
224600,6,2,0,
224600,10,2,0,
224600,12,2,0,
224600,16,2,0,
224700,9999,2,411,
224700,6,2,3,
224700,10,2,12,
224700,12,2,0,
224700,16,2,3,
224800,9999,2,108,
224800,6,2,0,
224800,10,2,6,
224800,12,2,0,
224800,16,2,3,
224900,9999,2,18,
224900,6,2,0,
224900,10,2,0,
224900,12,2,0,
224900,16,2,0,
225000,9999,2,63,
225000,6,2,0,
225000,10,2,9,
225000,12,2,0,
225000,16,2,0,
225100,9999,2,60,
225100,6,2,0,
225100,10,2,3,
225100,12,2,0,
225100,16,2,0,
225200,9999,2,12,
225200,6,2,,c
225200,10,2,,c
225200,12,2,,c
225200,16,2,,c
225300,9999,2,63,
225300,6,2,0,
225300,10,2,6,
225300,12,2,0,
225300,16,2,0,
225400,9999,2,78,
225400,6,2,0,
225400,10,2,6,
225400,12,2,0,
225400,16,2,3,
225500,9999,2,60,
225500,6,2,0,
225500,10,2,6,
225500,12,2,0,
225500,16,2,3,
225600,9999,2,99,
225600,6,2,0,
225600,10,2,6,
225600,12,2,3,
225600,16,2,0,
225700,9999,2,1197,
225700,6,2,12,
225700,10,2,87,
225700,12,2,0,
225700,16,2,45,
225800,9999,2,189,
225800,6,2,3,
225800,10,2,12,
225800,12,2,0,
225800,16,2,6,
225900,9999,2,42,
225900,6,2,0,
225900,10,2,3,
225900,12,2,0,
225900,16,2,0,
226000,9999,2,27,
226000,6,2,0,
226000,10,2,3,
226000,12,2,0,
226000,16,2,0,
226100,9999,2,168,
226100,6,2,0,
226100,10,2,3,
226100,12,2,0,
226100,16,2,15,
226200,9999,2,9,
226200,6,2,,c
226200,10,2,,c
226200,12,2,,c
226200,16,2,,c
226300,9999,2,69,
226300,6,2,0,
226300,10,2,6,
226300,12,2,0,
226300,16,2,0,
226400,9999,2,96,
226400,6,2,0,
226400,10,2,3,
226400,12,2,0,
226400,16,2,3,
226500,9999,2,150,
226500,6,2,0,
226500,10,2,21,
226500,12,2,0,
226500,16,2,0,
226600,9999,2,141,
226600,6,2,0,
226600,10,2,3,
226600,12,2,0,
226600,16,2,3,
226700,9999,2,207,
226700,6,2,0,
226700,10,2,30,
226700,12,2,0,
226700,16,2,3,
226800,9999,2,72,
226800,6,2,0,
226800,10,2,0,
226800,12,2,0,
226800,16,2,6,
226900,9999,2,39,
226900,6,2,0,
226900,10,2,6,
226900,12,2,0,
226900,16,2,0,
227000,9999,2,165,
227000,6,2,0,
227000,10,2,15,
227000,12,2,0,
227000,16,2,0,
227100,9999,2,60,
227100,6,2,0,
227100,10,2,0,
227100,12,2,0,
227100,16,2,6,
227200,9999,2,54,
227200,6,2,0,
227200,10,2,3,
227200,12,2,0,
227200,16,2,3,
227300,9999,2,279,
227300,6,2,0,
227300,10,2,45,
227300,12,2,0,
227300,16,2,6,
227400,9999,2,48,
227400,6,2,0,
227400,10,2,3,
227400,12,2,0,
227400,16,2,6,
227500,9999,2,60,
227500,6,2,0,
227500,10,2,6,
227500,12,2,0,
227500,16,2,3,
227600,9999,2,45,
227600,6,2,0,
227600,10,2,3,
227600,12,2,0,
227600,16,2,6,
227700,9999,2,3,
227700,6,2,,c
227700,10,2,,c
227700,12,2,,c
227700,16,2,,c
227800,9999,2,57,
227800,6,2,0,
227800,10,2,3,
227800,12,2,0,
227800,16,2,6,
227900,9999,2,42,
227900,6,2,0,
227900,10,2,3,
227900,12,2,0,
227900,16,2,0,
228000,9999,2,39,
228000,6,2,0,
228000,10,2,3,
228000,12,2,0,
228000,16,2,3,
228100,9999,2,99,
228100,6,2,0,
228100,10,2,12,
228100,12,2,0,
228100,16,2,3,
228200,9999,2,39,
228200,6,2,0,
228200,10,2,3,
228200,12,2,0,
228200,16,2,0,
228300,9999,2,84,
228300,6,2,0,
228300,10,2,9,
228300,12,2,0,
228300,16,2,0,
228400,9999,2,762,
228400,6,2,3,
228400,10,2,48,
228400,12,2,0,
228400,16,2,9,
228500,9999,2,78,
228500,6,2,0,
228500,10,2,6,
228500,12,2,0,
228500,16,2,0,
228600,9999,2,105,
228600,6,2,0,
228600,10,2,9,
228600,12,2,0,
228600,16,2,6,
228700,9999,2,72,
228700,6,2,0,
228700,10,2,0,
228700,12,2,0,
228700,16,2,0,
228800,9999,2,144,
228800,6,2,0,
228800,10,2,9,
228800,12,2,0,
228800,16,2,0,
228900,9999,2,267,
228900,6,2,0,
228900,10,2,9,
228900,12,2,0,
228900,16,2,9,
229000,9999,2,45,
229000,6,2,3,
229000,10,2,0,
229000,12,2,0,
229000,16,2,0,
229100,9999,2,33,
229100,6,2,3,
229100,10,2,0,
229100,12,2,0,
229100,16,2,0,
229200,9999,2,1497,
229200,6,2,15,
229200,10,2,60,
229200,12,2,0,
229200,16,2,36,
229300,9999,2,72,
229300,6,2,0,
229300,10,2,0,
229300,12,2,0,
229300,16,2,0,
229400,9999,2,93,
229400,6,2,0,
229400,10,2,0,
229400,12,2,0,
229400,16,2,0,
229500,9999,2,69,
229500,6,2,0,
229500,10,2,3,
229500,12,2,0,
229500,16,2,0,
229600,9999,2,204,
229600,6,2,3,
229600,10,2,9,
229600,12,2,0,
229600,16,2,6,
229700,9999,2,18,
229700,6,2,,c
229700,10,2,,c
229700,12,2,,c
229700,16,2,,c
229800,9999,2,414,
229800,6,2,3,
229800,10,2,60,
229800,12,2,0,
229800,16,2,9,
229900,9999,2,81,
229900,6,2,0,
229900,10,2,6,
229900,12,2,0,
229900,16,2,0,
230000,9999,2,33,
230000,6,2,0,
230000,10,2,3,
230000,12,2,0,
230000,16,2,0,
230100,9999,2,87,
230100,6,2,0,
230100,10,2,6,
230100,12,2,0,
230100,16,2,0,
230200,9999,2,201,
230200,6,2,3,
230200,10,2,12,
230200,12,2,0,
230200,16,2,6,
230300,9999,2,42,
230300,6,2,0,
230300,10,2,0,
230300,12,2,0,
230300,16,2,0,
230400,9999,2,87,
230400,6,2,0,
230400,10,2,6,
230400,12,2,0,
230400,16,2,0,
230500,9999,2,258,
230500,6,2,0,
230500,10,2,18,
230500,12,2,0,
230500,16,2,9,
230600,9999,2,3234,
230600,6,2,96,
230600,10,2,429,
230600,12,2,0,
230600,16,2,51,
230700,9999,2,93,
230700,6,2,6,
230700,10,2,3,
230700,12,2,0,
230700,16,2,3,
230800,9999,2,96,
230800,6,2,0,
230800,10,2,6,
230800,12,2,0,
230800,16,2,3,
230900,9999,2,39,
230900,6,2,0,
230900,10,2,3,
230900,12,2,0,
230900,16,2,0,
231000,9999,2,219,
231000,6,2,0,
231000,10,2,33,
231000,12,2,0,
231000,16,2,3,
231100,9999,2,69,
231100,6,2,0,
231100,10,2,0,
231100,12,2,0,
231100,16,2,0,
231200,9999,2,168,
231200,6,2,0,
231200,10,2,21,
231200,12,2,0,
231200,16,2,3,
231300,9999,2,96,
231300,6,2,3,
231300,10,2,12,
231300,12,2,0,
231300,16,2,0,
231400,9999,2,111,
231400,6,2,0,
231400,10,2,9,
231400,12,2,0,
231400,16,2,0,
231500,9999,2,63,
231500,6,2,0,
231500,10,2,6,
231500,12,2,0,
231500,16,2,0,
231600,9999,2,177,
231600,6,2,6,
231600,10,2,21,
231600,12,2,0,
231600,16,2,0,
231700,9999,2,54,
231700,6,2,0,
231700,10,2,3,
231700,12,2,0,
231700,16,2,0,
231800,9999,2,102,
231800,6,2,0,
231800,10,2,3,
231800,12,2,0,
231800,16,2,0,
231900,9999,2,363,
231900,6,2,39,
231900,10,2,15,
231900,12,2,0,
231900,16,2,3,
232000,9999,2,228,
232000,6,2,0,
232000,10,2,30,
232000,12,2,0,
232000,16,2,3,
232100,9999,2,873,
232100,6,2,3,
232100,10,2,168,
232100,12,2,0,
232100,16,2,6,
232200,9999,2,81,
232200,6,2,0,
232200,10,2,3,
232200,12,2,0,
232200,16,2,3,
232300,9999,2,42,
232300,6,2,0,
232300,10,2,3,
232300,12,2,0,
232300,16,2,0,
232400,9999,2,18,
232400,6,2,0,
232400,10,2,0,
232400,12,2,0,
232400,16,2,0,
232500,9999,2,132,
232500,6,2,3,
232500,10,2,6,
232500,12,2,0,
232500,16,2,3,
232600,9999,2,39,
232600,6,2,3,
232600,10,2,3,
232600,12,2,0,
232600,16,2,0,
232700,9999,2,123,
232700,6,2,3,
232700,10,2,6,
232700,12,2,0,
232700,16,2,0,
232800,9999,2,117,
232800,6,2,0,
232800,10,2,3,
232800,12,2,0,
232800,16,2,9,
232900,9999,2,120,
232900,6,2,0,
232900,10,2,3,
232900,12,2,0,
232900,16,2,3,
233000,9999,2,117,
233000,6,2,0,
233000,10,2,6,
233000,12,2,0,
233000,16,2,18,
233100,9999,2,39,
233100,6,2,0,
233100,10,2,9,
233100,12,2,0,
233100,16,2,3,
233200,9999,2,84,
233200,6,2,0,
233200,10,2,3,
233200,12,2,0,
233200,16,2,3,
233300,9999,2,312,
233300,6,2,3,
233300,10,2,36,
233300,12,2,0,
233300,16,2,0,
233400,9999,2,30,
233400,6,2,0,
233400,10,2,3,
233400,12,2,0,
233400,16,2,3,
233500,9999,2,36,
233500,6,2,0,
233500,10,2,0,
233500,12,2,0,
233500,16,2,3,
233600,9999,2,174,
233600,6,2,0,
233600,10,2,24,
233600,12,2,0,
233600,16,2,0,
233700,9999,2,114,
233700,6,2,0,
233700,10,2,6,
233700,12,2,0,
233700,16,2,15,
233800,9999,2,57,
233800,6,2,0,
233800,10,2,0,
233800,12,2,0,
233800,16,2,3,
233900,9999,2,,c
233900,6,2,,c
233900,10,2,,c
233900,12,2,,c
233900,16,2,,c
234000,9999,2,75,
234000,6,2,0,
234000,10,2,3,
234000,12,2,0,
234000,16,2,15,
234100,9999,2,51,
234100,6,2,0,
234100,10,2,3,
234100,12,2,0,
234100,16,2,0,
234200,9999,2,48,
234200,6,2,0,
234200,10,2,3,
234200,12,2,0,
234200,16,2,0,
234300,9999,2,132,
234300,6,2,0,
234300,10,2,21,
234300,12,2,0,
234300,16,2,0,
234400,9999,2,72,
234400,6,2,0,
234400,10,2,6,
234400,12,2,0,
234400,16,2,0,
234500,9999,2,30,
234500,6,2,0,
234500,10,2,3,
234500,12,2,0,
234500,16,2,0,
234600,9999,2,63,
234600,6,2,0,
234600,10,2,3,
234600,12,2,0,
234600,16,2,6,
234700,9999,2,57,
234700,6,2,0,
234700,10,2,3,
234700,12,2,0,
234700,16,2,3,
234800,9999,2,186,
234800,6,2,0,
234800,10,2,27,
234800,12,2,0,
234800,16,2,3,
234900,9999,2,27,
234900,6,2,0,
234900,10,2,6,
234900,12,2,0,
234900,16,2,0,
235000,9999,2,48,
235000,6,2,0,
235000,10,2,6,
235000,12,2,0,
235000,16,2,0,
235100,9999,2,36,
235100,6,2,0,
235100,10,2,3,
235100,12,2,0,
235100,16,2,0,
235200,9999,2,462,
235200,6,2,3,
235200,10,2,63,
235200,12,2,0,
235200,16,2,6,
235300,9999,2,267,
235300,6,2,0,
235300,10,2,15,
235300,12,2,0,
235300,16,2,9,
235400,9999,2,48,
235400,6,2,0,
235400,10,2,6,
235400,12,2,0,
235400,16,2,0,
235500,9999,2,33,
235500,6,2,0,
235500,10,2,3,
235500,12,2,0,
235500,16,2,0,
235600,9999,2,18,
235600,6,2,0,
235600,10,2,0,
235600,12,2,0,
235600,16,2,0,
235700,9999,2,42,
235700,6,2,0,
235700,10,2,9,
235700,12,2,0,
235700,16,2,0,
235800,9999,2,33,
235800,6,2,0,
235800,10,2,3,
235800,12,2,0,
235800,16,2,0,
235900,9999,2,27,
235900,6,2,0,
235900,10,2,3,
235900,12,2,0,
235900,16,2,0,
236000,9999,2,45,
236000,6,2,0,
236000,10,2,0,
236000,12,2,0,
236000,16,2,0,
236100,9999,2,21,
236100,6,2,0,
236100,10,2,0,
236100,12,2,0,
236100,16,2,3,
236200,9999,2,,c
236200,6,2,,c
236200,10,2,,c
236200,12,2,,c
236200,16,2,,c
236300,9999,2,33,
236300,6,2,0,
236300,10,2,0,
236300,12,2,0,
236300,16,2,0,
236400,9999,2,36,
236400,6,2,0,
236400,10,2,3,
236400,12,2,0,
236400,16,2,0,
236500,9999,2,288,
236500,6,2,3,
236500,10,2,42,
236500,12,2,0,
236500,16,2,3,
236600,9999,2,60,
236600,6,2,0,
236600,10,2,3,
236600,12,2,0,
236600,16,2,3,
236700,9999,2,15,
236700,6,2,,c
236700,10,2,,c
236700,12,2,,c
236700,16,2,,c
236800,9999,2,93,
236800,6,2,3,
236800,10,2,12,
236800,12,2,0,
236800,16,2,3,
236900,9999,2,9,
236900,6,2,0,
236900,10,2,0,
236900,12,2,0,
236900,16,2,0,
237000,9999,2,72,
237000,6,2,3,
237000,10,2,3,
237000,12,2,0,
237000,16,2,0,
237100,9999,2,138,
237100,6,2,6,
237100,10,2,9,
237100,12,2,0,
237100,16,2,0,
237200,9999,2,63,
237200,6,2,3,
237200,10,2,3,
237200,12,2,0,
237200,16,2,0,
237300,9999,2,69,
237300,6,2,0,
237300,10,2,9,
237300,12,2,0,
237300,16,2,3,
237400,9999,2,15,
237400,6,2,0,
237400,10,2,0,
237400,12,2,0,
237400,16,2,0,
237500,9999,2,117,
237500,6,2,0,
237500,10,2,3,
237500,12,2,0,
237500,16,2,0,
237600,9999,2,255,
237600,6,2,9,
237600,10,2,24,
237600,12,2,0,
237600,16,2,0,
237700,9999,2,48,
237700,6,2,0,
237700,10,2,3,
237700,12,2,0,
237700,16,2,0,
237800,9999,2,849,
237800,6,2,45,
237800,10,2,69,
237800,12,2,0,
237800,16,2,15,
237900,9999,2,60,
237900,6,2,0,
237900,10,2,0,
237900,12,2,0,
237900,16,2,0,
238000,9999,2,114,
238000,6,2,3,
238000,10,2,12,
238000,12,2,0,
238000,16,2,6,
238100,9999,2,75,
238100,6,2,3,
238100,10,2,3,
238100,12,2,0,
238100,16,2,3,
238200,9999,2,,c
238200,6,2,,c
238200,10,2,,c
238200,12,2,,c
238200,16,2,,c
238300,9999,2,57,
238300,6,2,3,
