AREA,MAINTRAVELEDUC,AGE,Value,Flags
348000,9,1,0,
348000,10,1,0,
348100,1,1,0,
348100,2,1,0,
348100,3,1,21,
348100,4,1,0,
348100,5,1,12,
348100,6,1,0,
348100,7,1,3,
348100,8,1,0,
348100,9,1,0,
348100,10,1,9,
348200,1,1,0,
348200,2,1,0,
348200,3,1,27,
348200,4,1,0,
348200,5,1,15,
348200,6,1,3,
348200,7,1,6,
348200,8,1,0,
348200,9,1,0,
348200,10,1,3,
348300,1,1,0,
348300,2,1,0,
348300,3,1,81,
348300,4,1,6,
348300,5,1,3,
348300,6,1,12,
348300,7,1,6,
348300,8,1,0,
348300,9,1,0,
348300,10,1,0,
348400,1,1,0,
348400,2,1,0,
348400,3,1,129,
348400,4,1,27,
348400,5,1,81,
348400,6,1,12,
348400,7,1,0,
348400,8,1,0,
348400,9,1,0,
348400,10,1,3,
348500,1,1,,c
348500,2,1,,c
348500,3,1,21,
348500,4,1,,c
348500,5,1,,c
348500,6,1,24,
348500,7,1,,c
348500,8,1,,c
348500,9,1,,c
348500,10,1,,c
348600,1,1,0,
348600,2,1,0,
348600,3,1,84,
348600,4,1,3,
348600,5,1,3,
348600,6,1,24,
348600,7,1,3,
348600,8,1,0,
348600,9,1,0,
348600,10,1,0,
348700,1,1,0,
348700,2,1,0,
348700,3,1,123,
348700,4,1,66,
348700,5,1,126,
348700,6,1,33,
348700,7,1,0,
348700,8,1,0,
348700,9,1,0,
348700,10,1,0,
348800,1,1,0,
348800,2,1,0,
348800,3,1,258,
348800,4,1,78,
348800,5,1,12,
348800,6,1,129,
348800,7,1,3,
348800,8,1,0,
348800,9,1,0,
348800,10,1,0,
348900,1,1,0,
348900,2,1,0,
348900,3,1,168,
348900,4,1,0,
348900,5,1,0,
348900,6,1,36,
348900,7,1,3,
348900,8,1,0,
348900,9,1,0,
348900,10,1,0,
349000,1,1,3,
349000,2,1,0,
349000,3,1,12,
349000,4,1,0,
349000,5,1,15,
349000,6,1,60,
349000,7,1,3,
349000,8,1,0,
349000,9,1,0,
349000,10,1,0,
349100,1,1,3,
349100,2,1,0,
349100,3,1,138,
349100,4,1,12,
349100,5,1,27,
349100,6,1,21,
349100,7,1,9,
349100,8,1,0,
349100,9,1,0,
349100,10,1,0,
349200,1,1,0,
349200,2,1,0,
349200,3,1,78,
349200,4,1,3,
349200,5,1,18,
349200,6,1,27,
349200,7,1,0,
349200,8,1,0,
349200,9,1,0,
349200,10,1,0,
349300,1,1,0,
349300,2,1,0,
349300,3,1,198,
349300,4,1,18,
349300,5,1,27,
349300,6,1,141,
349300,7,1,0,
349300,8,1,0,
349300,9,1,0,
349300,10,1,3,
349400,1,1,3,
349400,2,1,0,
349400,3,1,171,
349400,4,1,3,
349400,5,1,0,
349400,6,1,54,
349400,7,1,0,
349400,8,1,0,
349400,9,1,0,
349400,10,1,3,
349500,1,1,,c
349500,2,1,,c
349500,3,1,,c
349500,4,1,,c
349500,5,1,,c
349500,6,1,,c
349500,7,1,,c
349500,8,1,,c
349500,9,1,,c
349500,10,1,,c
349600,1,1,12,
349600,2,1,0,
349600,3,1,255,
349600,4,1,9,
349600,5,1,15,
349600,6,1,15,
349600,7,1,6,
349600,8,1,0,
349600,9,1,0,
349600,10,1,0,
349700,1,1,3,
349700,2,1,0,
349700,3,1,222,
349700,4,1,6,
349700,5,1,54,
349700,6,1,12,
349700,7,1,0,
349700,8,1,0,
349700,9,1,0,
349700,10,1,9,
349800,1,1,0,
349800,2,1,0,
349800,3,1,207,
349800,4,1,15,
349800,5,1,66,
349800,6,1,12,
349800,7,1,6,
349800,8,1,0,
349800,9,1,0,
349800,10,1,0,
349900,1,1,3,
349900,2,1,0,
349900,3,1,138,
349900,4,1,9,
349900,5,1,99,
349900,6,1,15,
349900,7,1,0,
349900,8,1,0,
349900,9,1,0,
349900,10,1,9,
350000,1,1,0,
350000,2,1,0,
350000,3,1,201,
350000,4,1,27,
350000,5,1,150,
350000,6,1,12,
350000,7,1,3,
350000,8,1,0,
350000,9,1,0,
350000,10,1,3,
350100,1,1,3,
350100,2,1,0,
350100,3,1,90,
350100,4,1,3,
350100,5,1,3,
350100,6,1,42,
350100,7,1,0,
350100,8,1,0,
350100,9,1,0,
350100,10,1,0,
350200,1,1,3,
350200,2,1,0,
350200,3,1,138,
350200,4,1,3,
350200,5,1,6,
350200,6,1,15,
350200,7,1,0,
350200,8,1,0,
350200,9,1,0,
350200,10,1,0,
350300,1,1,3,
350300,2,1,0,
350300,3,1,246,
350300,4,1,21,
350300,5,1,30,
350300,6,1,30,
350300,7,1,0,
350300,8,1,0,
350300,9,1,0,
350300,10,1,9,
350400,1,1,0,
350400,2,1,0,
350400,3,1,210,
350400,4,1,0,
350400,5,1,24,
350400,6,1,9,
350400,7,1,12,
350400,8,1,0,
350400,9,1,0,
350400,10,1,0,
350500,1,1,0,
350500,2,1,0,
350500,3,1,138,
350500,4,1,0,
350500,5,1,33,
350500,6,1,9,
350500,7,1,6,
350500,8,1,0,
350500,9,1,0,
350500,10,1,0,
350600,1,1,3,
350600,2,1,0,
350600,3,1,153,
350600,4,1,3,
350600,5,1,6,
350600,6,1,0,
350600,7,1,6,
350600,8,1,0,
350600,9,1,0,
350600,10,1,0,
350700,1,1,0,
350700,2,1,0,
350700,3,1,228,
350700,4,1,15,
350700,5,1,66,
350700,6,1,51,
350700,7,1,6,
350700,8,1,0,
350700,9,1,0,
350700,10,1,3,
350800,1,1,,c
350800,2,1,,c
350800,3,1,,c
350800,4,1,,c
350800,5,1,,c
350800,6,1,,c
350800,7,1,,c
350800,8,1,,c
350800,9,1,,c
350800,10,1,,c
350900,1,1,6,
350900,2,1,0,
350900,3,1,249,
350900,4,1,6,
350900,5,1,84,
350900,6,1,33,
350900,7,1,21,
350900,8,1,0,
350900,9,1,0,
350900,10,1,6,
351000,1,1,0,
351000,2,1,0,
351000,3,1,387,
351000,4,1,6,
351000,5,1,177,
351000,6,1,9,
351000,7,1,21,
351000,8,1,0,
351000,9,1,0,
351000,10,1,0,
351100,1,1,0,
351100,2,1,0,
351100,3,1,249,
351100,4,1,15,
351100,5,1,99,
351100,6,1,45,
351100,7,1,6,
351100,8,1,0,
351100,9,1,0,
351100,10,1,0,
351200,1,1,0,
351200,2,1,0,
351200,3,1,141,
351200,4,1,12,
351200,5,1,24,
351200,6,1,18,
351200,7,1,0,
351200,8,1,0,
351200,9,1,0,
351200,10,1,0,
351300,1,1,0,
351300,2,1,0,
351300,3,1,231,
351300,4,1,3,
351300,5,1,66,
351300,6,1,6,
351300,7,1,15,
351300,8,1,0,
351300,9,1,0,
351300,10,1,0,
351400,1,1,3,
351400,2,1,0,
351400,3,1,117,
351400,4,1,0,
351400,5,1,42,
351400,6,1,6,
351400,7,1,6,
351400,8,1,0,
351400,9,1,0,
351400,10,1,0,
351500,1,1,0,
351500,2,1,0,
351500,3,1,126,
351500,4,1,3,
351500,5,1,258,
351500,6,1,0,
351500,7,1,0,
351500,8,1,0,
351500,9,1,0,
351500,10,1,0,
351600,1,1,0,
351600,2,1,0,
351600,3,1,165,
351600,4,1,0,
351600,5,1,198,
351600,6,1,0,
351600,7,1,6,
351600,8,1,0,
351600,9,1,0,
351600,10,1,3,
351700,1,1,0,
351700,2,1,0,
351700,3,1,72,
351700,4,1,6,
351700,5,1,111,
351700,6,1,0,
351700,7,1,9,
351700,8,1,0,
351700,9,1,0,
351700,10,1,0,
351800,1,1,0,
351800,2,1,0,
351800,3,1,123,
351800,4,1,9,
351800,5,1,60,
351800,6,1,18,
351800,7,1,21,
351800,8,1,0,
351800,9,1,0,
351800,10,1,3,
351900,1,1,0,
351900,2,1,0,
351900,3,1,135,
351900,4,1,0,
351900,5,1,30,
351900,6,1,3,
351900,7,1,12,
351900,8,1,0,
351900,9,1,0,
351900,10,1,0,
352000,1,1,0,
352000,2,1,0,
352000,3,1,69,
352000,4,1,3,
352000,5,1,51,
352000,6,1,0,
352000,7,1,3,
352000,8,1,0,
352000,9,1,0,
352000,10,1,3,
352100,1,1,3,
352100,2,1,0,
352100,3,1,276,
352100,4,1,0,
352100,5,1,63,
352100,6,1,0,
352100,7,1,6,
352100,8,1,0,
352100,9,1,0,
352100,10,1,0,
352200,1,1,0,
352200,2,1,0,
352200,3,1,6,
352200,4,1,3,
352200,5,1,15,
352200,6,1,0,
352200,7,1,0,
352200,8,1,0,
352200,9,1,0,
352200,10,1,0,
352300,1,1,3,
352300,2,1,0,
352300,3,1,189,
352300,4,1,0,
352300,5,1,84,
352300,6,1,9,
352300,7,1,9,
352300,8,1,0,
352300,9,1,0,
352300,10,1,0,
352400,1,1,0,
352400,2,1,0,
352400,3,1,6,
352400,4,1,0,
352400,5,1,6,
352400,6,1,0,
352400,7,1,0,
352400,8,1,0,
352400,9,1,0,
352400,10,1,0,
352500,1,1,0,
352500,2,1,0,
352500,3,1,216,
352500,4,1,3,
352500,5,1,0,
352500,6,1,6,
352500,7,1,0,
352500,8,1,0,
352500,9,1,0,
352500,10,1,0,
352600,1,1,0,
352600,2,1,0,
352600,3,1,243,
352600,4,1,0,
352600,5,1,51,
352600,6,1,33,
352600,7,1,3,
352600,8,1,0,
352600,9,1,0,
352600,10,1,0,
352700,1,1,0,
352700,2,1,0,
352700,3,1,105,
352700,4,1,6,
352700,5,1,66,
352700,6,1,6,
352700,7,1,15,
352700,8,1,0,
352700,9,1,0,
352700,10,1,0,
352800,1,1,0,
352800,2,1,0,
352800,3,1,12,
352800,4,1,0,
352800,5,1,18,
352800,6,1,0,
352800,7,1,3,
352800,8,1,0,
352800,9,1,0,
352800,10,1,0,
352900,1,1,0,
352900,2,1,0,
352900,3,1,45,
352900,4,1,0,
352900,5,1,57,
352900,6,1,0,
352900,7,1,0,
352900,8,1,0,
352900,9,1,0,
352900,10,1,3,
353000,1,1,0,
353000,2,1,0,
353000,3,1,72,
353000,4,1,0,
353000,5,1,84,
353000,6,1,0,
353000,7,1,12,
353000,8,1,0,
353000,9,1,0,
353000,10,1,0,
353100,1,1,0,
353100,2,1,0,
353100,3,1,3,
353100,4,1,3,
353100,5,1,12,
353100,6,1,0,
353100,7,1,3,
353100,8,1,0,
353100,9,1,0,
353100,10,1,0,
353200,1,1,0,
353200,2,1,0,
353200,3,1,3,
353200,4,1,0,
353200,5,1,0,
353200,6,1,0,
353200,7,1,0,
353200,8,1,0,
353200,9,1,0,
353200,10,1,0,
353300,1,1,3,
353300,2,1,0,
353300,3,1,282,
353300,4,1,3,
353300,5,1,72,
353300,6,1,3,
353300,7,1,15,
353300,8,1,0,
353300,9,1,0,
353300,10,1,0,
353400,1,1,3,
353400,2,1,0,
353400,3,1,15,
353400,4,1,0,
353400,5,1,15,
353400,6,1,0,
353400,7,1,3,
353400,8,1,0,
353400,9,1,0,
353400,10,1,0,
353500,1,1,3,
353500,2,1,0,
353500,3,1,270,
353500,4,1,6,
353500,5,1,54,
353500,6,1,3,
353500,7,1,3,
353500,8,1,0,
353500,9,1,0,
353500,10,1,3,
353600,1,1,3,
353600,2,1,0,
353600,3,1,189,
353600,4,1,9,
353600,5,1,30,
353600,6,1,9,
353600,7,1,9,
353600,8,1,0,
353600,9,1,0,
353600,10,1,0,
353700,1,1,,c
353700,2,1,,c
353700,3,1,,c
353700,4,1,,c
353700,5,1,,c
353700,6,1,,c
353700,7,1,,c
353700,8,1,,c
353700,9,1,,c
353700,10,1,,c
353800,1,1,0,
353800,2,1,0,
353800,3,1,72,
353800,4,1,0,
353800,5,1,12,
353800,6,1,3,
353800,7,1,3,
353800,8,1,0,
353800,9,1,0,
353800,10,1,3,
353900,1,1,3,
353900,2,1,0,
353900,3,1,75,
353900,4,1,0,
353900,5,1,3,
353900,6,1,21,
353900,7,1,6,
353900,8,1,0,
353900,9,1,0,
353900,10,1,0,
354000,1,1,0,
354000,2,1,0,
354000,3,1,201,
354000,4,1,0,
354000,5,1,15,
354000,6,1,21,
354000,7,1,6,
354000,8,1,0,
354000,9,1,0,
354000,10,1,0,
354100,1,1,0,
354100,2,1,0,
354100,3,1,195,
354100,4,1,3,
354100,5,1,12,
354100,6,1,9,
354100,7,1,6,
354100,8,1,0,
354100,9,1,0,
354100,10,1,9,
354200,1,1,0,
354200,2,1,0,
354200,3,1,126,
354200,4,1,9,
354200,5,1,72,
354200,6,1,3,
354200,7,1,12,
354200,8,1,0,
354200,9,1,0,
354200,10,1,0,
354300,1,1,,c
354300,2,1,,c
354300,3,1,,c
354300,4,1,,c
354300,5,1,,c
354300,6,1,,c
354300,7,1,,c
354300,8,1,,c
354300,9,1,,c
354300,10,1,,c
354400,1,1,15,
354400,2,1,0,
354400,3,1,177,
354400,4,1,9,
354400,5,1,27,
354400,6,1,3,
354400,7,1,3,
354400,8,1,0,
354400,9,1,0,
354400,10,1,0,
354500,1,1,3,
354500,2,1,0,
354500,3,1,243,
354500,4,1,0,
354500,5,1,6,
354500,6,1,3,
354500,7,1,6,
354500,8,1,0,
354500,9,1,0,
354500,10,1,12,
354600,1,1,3,
354600,2,1,0,
354600,3,1,84,
354600,4,1,15,
354600,5,1,81,
354600,6,1,0,
354600,7,1,6,
354600,8,1,0,
354600,9,1,0,
354600,10,1,6,
354700,1,1,0,
354700,2,1,0,
354700,3,1,120,
354700,4,1,6,
354700,5,1,90,
354700,6,1,3,
354700,7,1,3,
354700,8,1,0,
354700,9,1,0,
354700,10,1,3,
354800,1,1,0,
354800,2,1,0,
354800,3,1,198,
354800,4,1,33,
354800,5,1,99,
354800,6,1,3,
354800,7,1,6,
354800,8,1,0,
354800,9,1,0,
354800,10,1,3,
354900,1,1,3,
354900,2,1,0,
354900,3,1,219,
354900,4,1,6,
354900,5,1,90,
354900,6,1,15,
354900,7,1,6,
354900,8,1,3,
354900,9,1,0,
354900,10,1,3,
355000,1,1,3,
355000,2,1,0,
355000,3,1,177,
355000,4,1,6,
355000,5,1,54,
355000,6,1,6,
355000,7,1,3,
355000,8,1,0,
355000,9,1,0,
355000,10,1,0,
355100,1,1,0,
355100,2,1,0,
355100,3,1,102,
355100,4,1,6,
355100,5,1,30,
355100,6,1,12,
355100,7,1,9,
355100,8,1,0,
355100,9,1,0,
355100,10,1,3,
355200,1,1,0,
355200,2,1,0,
355200,3,1,237,
355200,4,1,33,
355200,5,1,156,
355200,6,1,6,
355200,7,1,9,
355200,8,1,0,
355200,9,1,0,
355200,10,1,6,
355300,1,1,0,
355300,2,1,0,
355300,3,1,159,
355300,4,1,12,
355300,5,1,48,
355300,6,1,0,
355300,7,1,3,
355300,8,1,0,
355300,9,1,0,
355300,10,1,3,
355400,1,1,0,
355400,2,1,0,
355400,3,1,222,
355400,4,1,3,
355400,5,1,48,
355400,6,1,6,
355400,7,1,3,
355400,8,1,0,
355400,9,1,0,
355400,10,1,3,
355500,1,1,3,
355500,2,1,0,
355500,3,1,189,
355500,4,1,24,
355500,5,1,90,
355500,6,1,3,
355500,7,1,6,
355500,8,1,0,
355500,9,1,0,
355500,10,1,6,
355600,1,1,0,
355600,2,1,0,
355600,3,1,213,
355600,4,1,9,
355600,5,1,135,
355600,6,1,6,
355600,7,1,12,
355600,8,1,0,
355600,9,1,0,
355600,10,1,12,
355700,1,1,0,
355700,2,1,0,
355700,3,1,195,
355700,4,1,15,
355700,5,1,84,
355700,6,1,6,
355700,7,1,3,
355700,8,1,0,
355700,9,1,0,
355700,10,1,6,
355800,1,1,0,
355800,2,1,0,
355800,3,1,108,
355800,4,1,18,
355800,5,1,60,
355800,6,1,189,
355800,7,1,0,
355800,8,1,0,
355800,9,1,0,
355800,10,1,0,
355900,1,1,0,
355900,2,1,0,
355900,3,1,75,
355900,4,1,3,
355900,5,1,27,
355900,6,1,78,
355900,7,1,0,
355900,8,1,0,
355900,9,1,0,
355900,10,1,0,
356000,1,1,0,
356000,2,1,0,
356000,3,1,75,
356000,4,1,3,
356000,5,1,18,
356000,6,1,114,
356000,7,1,3,
356000,8,1,0,
356000,9,1,0,
356000,10,1,0,
356100,1,1,0,
356100,2,1,0,
356100,3,1,108,
356100,4,1,0,
356100,5,1,6,
356100,6,1,186,
356100,7,1,3,
356100,8,1,0,
356100,9,1,0,
356100,10,1,0,
356200,1,1,0,
356200,2,1,0,
356200,3,1,156,
356200,4,1,12,
356200,5,1,27,
356200,6,1,132,
356200,7,1,3,
356200,8,1,0,
356200,9,1,0,
356200,10,1,0,
356300,1,1,0,
356300,2,1,0,
356300,3,1,66,
356300,4,1,6,
356300,5,1,18,
356300,6,1,72,
356300,7,1,0,
356300,8,1,0,
356300,9,1,0,
356300,10,1,0,
356400,1,1,6,
356400,2,1,0,
356400,3,1,141,
356400,4,1,21,
356400,5,1,144,
356400,6,1,18,
356400,7,1,0,
356400,8,1,0,
356400,9,1,0,
356400,10,1,3,
356500,1,1,6,
356500,2,1,0,
356500,3,1,135,
356500,4,1,15,
356500,5,1,156,
356500,6,1,15,
356500,7,1,0,
356500,8,1,0,
356500,9,1,0,
356500,10,1,3,
356600,1,1,0,
356600,2,1,0,
356600,3,1,132,
356600,4,1,3,
356600,5,1,18,
356600,6,1,12,
356600,7,1,0,
356600,8,1,0,
356600,9,1,0,
356600,10,1,0,
356700,1,1,0,
356700,2,1,0,
356700,3,1,54,
356700,4,1,0,
356700,5,1,6,
356700,6,1,12,
356700,7,1,0,
356700,8,1,0,
356700,9,1,0,
356700,10,1,0,
356800,1,1,0,
356800,2,1,0,
356800,3,1,66,
356800,4,1,0,
356800,5,1,30,
356800,6,1,54,
356800,7,1,0,
356800,8,1,0,
356800,9,1,0,
356800,10,1,0,
356900,1,1,,c
356900,2,1,,c
356900,3,1,,c
356900,4,1,,c
356900,5,1,,c
356900,6,1,,c
356900,7,1,,c
356900,8,1,,c
356900,9,1,,c
356900,10,1,,c
363900,1,1,,c
363900,2,1,,c
363900,3,1,,c
363900,4,1,,c
363900,5,1,,c
363900,6,1,,c
363900,7,1,,c
363900,8,1,,c
363900,9,1,,c
363900,10,1,,c
357000,1,1,,c
357000,2,1,,c
357000,3,1,,c
357000,4,1,,c
357000,5,1,,c
357000,6,1,,c
357000,7,1,,c
357000,8,1,,c
357000,9,1,,c
357000,10,1,,c
357100,1,1,,c
357100,2,1,,c
357100,3,1,,c
357100,4,1,,c
357100,5,1,,c
357100,6,1,,c
357100,7,1,,c
357100,8,1,,c
357100,9,1,,c
357100,10,1,,c
357200,1,1,,c
357200,2,1,,c
357200,3,1,,c
357200,4,1,,c
357200,5,1,,c
357200,6,1,,c
357200,7,1,,c
357200,8,1,,c
357200,9,1,,c
357200,10,1,,c
357300,1,1,0,
357300,2,1,0,
357300,3,1,18,
357300,4,1,0,
357300,5,1,3,
357300,6,1,81,
357300,7,1,3,
357300,8,1,0,
357300,9,1,0,
357300,10,1,0,
357400,1,1,,c
357400,2,1,,c
357400,3,1,,c
357400,4,1,,c
357400,5,1,,c
357400,6,1,,c
357400,7,1,,c
357400,8,1,,c
357400,9,1,,c
357400,10,1,,c
357500,1,1,0,
357500,2,1,0,
357500,3,1,135,
357500,4,1,120,
357500,5,1,42,
357500,6,1,3,
357500,7,1,3,
357500,8,1,0,
357500,9,1,0,
357500,10,1,3,
357600,1,1,6,
357600,2,1,0,
357600,3,1,30,
357600,4,1,3,
357600,5,1,0,
357600,6,1,42,
357600,7,1,0,
357600,8,1,0,
357600,9,1,0,
357600,10,1,0,
357700,1,1,0,
357700,2,1,0,
357700,3,1,51,
357700,4,1,0,
357700,5,1,15,
357700,6,1,132,
357700,7,1,0,
357700,8,1,0,
357700,9,1,0,
357700,10,1,0,
357800,1,1,,c
357800,2,1,,c
357800,3,1,,c
357800,4,1,,c
357800,5,1,,c
357800,6,1,,c
357800,7,1,,c
357800,8,1,,c
357800,9,1,,c
357800,10,1,,c
357900,1,1,15,
357900,2,1,0,
357900,3,1,93,
357900,4,1,3,
357900,5,1,36,
357900,6,1,153,
357900,7,1,6,
357900,8,1,0,
357900,9,1,0,
357900,10,1,3,
358000,1,1,0,
358000,2,1,0,
358000,3,1,54,
358000,4,1,3,
358000,5,1,6,
358000,6,1,147,
358000,7,1,3,
358000,8,1,0,
358000,9,1,0,
358000,10,1,0,
358100,1,1,0,
358100,2,1,0,
358100,3,1,63,
358100,4,1,3,
358100,5,1,30,
358100,6,1,111,
358100,7,1,0,
358100,8,1,0,
358100,9,1,0,
358100,10,1,0,
358200,1,1,3,
358200,2,1,0,
358200,3,1,54,
358200,4,1,12,
358200,5,1,54,
358200,6,1,111,
358200,7,1,0,
358200,8,1,0,
358200,9,1,0,
358200,10,1,0,
358300,1,1,6,
358300,2,1,0,
358300,3,1,171,
358300,4,1,6,
358300,5,1,9,
358300,6,1,177,
358300,7,1,6,
358300,8,1,0,
358300,9,1,0,
358300,10,1,3,
358400,1,1,18,
358400,2,1,0,
358400,3,1,168,
358400,4,1,21,
358400,5,1,36,
358400,6,1,204,
358400,7,1,3,
358400,8,1,0,
358400,9,1,0,
358400,10,1,3,
358500,1,1,6,
358500,2,1,0,
358500,3,1,105,
358500,4,1,0,
358500,5,1,12,
358500,6,1,117,
358500,7,1,3,
358500,8,1,0,
358500,9,1,0,
358500,10,1,0,
358600,1,1,0,
358600,2,1,0,
358600,3,1,156,
358600,4,1,36,
358600,5,1,111,
358600,6,1,12,
358600,7,1,0,
358600,8,1,0,
358600,9,1,0,
358600,10,1,3,
358700,1,1,3,
358700,2,1,0,
358700,3,1,102,
358700,4,1,0,
358700,5,1,3,
358700,6,1,114,
358700,7,1,0,
358700,8,1,0,
358700,9,1,0,
358700,10,1,6,
358800,1,1,0,
358800,2,1,0,
358800,3,1,93,
358800,4,1,3,
358800,5,1,30,
358800,6,1,57,
358800,7,1,0,
358800,8,1,0,
358800,9,1,0,
358800,10,1,0,
358900,1,1,0,
358900,2,1,0,
358900,3,1,93,
358900,4,1,12,
358900,5,1,18,
358900,6,1,60,
358900,7,1,3,
358900,8,1,0,
358900,9,1,0,
358900,10,1,0,
359000,1,1,3,
359000,2,1,0,
359000,3,1,120,
359000,4,1,3,
359000,5,1,0,
359000,6,1,90,
359000,7,1,3,
359000,8,1,0,
359000,9,1,0,
359000,10,1,0,
359100,1,1,6,
359100,2,1,0,
359100,3,1,126,
359100,4,1,0,
359100,5,1,36,
359100,6,1,222,
359100,7,1,0,
359100,8,1,0,
359100,9,1,0,
359100,10,1,0,
359200,1,1,,c
359200,2,1,,c
359200,3,1,,c
359200,4,1,,c
359200,5,1,,c
359200,6,1,,c
359200,7,1,,c
359200,8,1,,c
359200,9,1,,c
359200,10,1,,c
359300,1,1,,c
359300,2,1,,c
359300,3,1,18,
359300,4,1,12,
359300,5,1,6,
359300,6,1,,c
359300,7,1,,c
359300,8,1,,c
359300,9,1,,c
359300,10,1,,c
359400,1,1,0,
359400,2,1,0,
359400,3,1,66,
359400,4,1,3,
359400,5,1,6,
359400,6,1,120,
359400,7,1,6,
359400,8,1,0,
359400,9,1,0,
359400,10,1,3,
359500,1,1,3,
359500,2,1,0,
359500,3,1,102,
359500,4,1,3,
359500,5,1,66,
359500,6,1,186,
359500,7,1,6,
359500,8,1,0,
359500,9,1,0,
359500,10,1,0,
359600,1,1,0,
359600,2,1,0,
359600,3,1,90,
359600,4,1,0,
359600,5,1,9,
359600,6,1,162,
359600,7,1,6,
359600,8,1,0,
359600,9,1,0,
359600,10,1,3,
359700,1,1,0,
359700,2,1,0,
359700,3,1,99,
359700,4,1,0,
359700,5,1,3,
359700,6,1,135,
359700,7,1,0,
359700,8,1,0,
359700,9,1,0,
359700,10,1,0,
359800,1,1,0,
359800,2,1,0,
359800,3,1,132,
359800,4,1,15,
359800,5,1,48,
359800,6,1,6,
359800,7,1,0,
359800,8,1,0,
359800,9,1,0,
359800,10,1,3,
359900,1,1,6,
359900,2,1,0,
359900,3,1,186,
359900,4,1,27,
359900,5,1,147,
359900,6,1,12,
359900,7,1,0,
359900,8,1,0,
359900,9,1,0,
359900,10,1,6,
360000,1,1,0,
360000,2,1,0,
360000,3,1,156,
360000,4,1,15,
360000,5,1,33,
360000,6,1,15,
360000,7,1,3,
360000,8,1,0,
360000,9,1,0,
360000,10,1,3,
360100,1,1,,c
360100,2,1,,c
360100,3,1,,c
360100,4,1,,c
360100,5,1,,c
360100,6,1,,c
360100,7,1,,c
360100,8,1,,c
360100,9,1,,c
360100,10,1,,c
360200,1,1,0,
360200,2,1,0,
360200,3,1,51,
360200,4,1,12,
360200,5,1,57,
360200,6,1,0,
360200,7,1,0,
360200,8,1,0,
360200,9,1,0,
360200,10,1,0,
360300,1,1,3,
360300,2,1,0,
360300,3,1,60,
360300,4,1,9,
360300,5,1,18,
360300,6,1,9,
360300,7,1,0,
360300,8,1,0,
360300,9,1,0,
360300,10,1,0,
360400,1,1,3,
360400,2,1,0,
360400,3,1,108,
360400,4,1,3,
360400,5,1,30,
360400,6,1,75,
360400,7,1,3,
360400,8,1,0,
360400,9,1,0,
360400,10,1,0,
360500,1,1,0,
360500,2,1,0,
360500,3,1,156,
360500,4,1,3,
360500,5,1,3,
360500,6,1,66,
360500,7,1,0,
360500,8,1,0,
360500,9,1,0,
360500,10,1,0,
360600,1,1,0,
360600,2,1,0,
360600,3,1,447,
360600,4,1,69,
360600,5,1,54,
360600,6,1,15,
360600,7,1,6,
360600,8,1,0,
360600,9,1,0,
360600,10,1,6,
360700,1,1,0,
360700,2,1,0,
360700,3,1,234,
360700,4,1,18,
360700,5,1,12,
360700,6,1,9,
360700,7,1,0,
360700,8,1,0,
360700,9,1,0,
360700,10,1,6,
360800,1,1,0,
360800,2,1,0,
360800,3,1,126,
360800,4,1,3,
360800,5,1,3,
360800,6,1,66,
360800,7,1,0,
360800,8,1,0,
360800,9,1,0,
360800,10,1,0,
360900,1,1,9,
360900,2,1,0,
360900,3,1,369,
360900,4,1,33,
360900,5,1,18,
360900,6,1,150,
360900,7,1,3,
360900,8,1,0,
360900,9,1,0,
360900,10,1,3,
361000,1,1,0,
361000,2,1,0,
361000,3,1,48,
361000,4,1,3,
361000,5,1,30,
361000,6,1,3,
361000,7,1,0,
361000,8,1,0,
361000,9,1,0,
361000,10,1,3,
361100,1,1,0,
361100,2,1,0,
361100,3,1,171,
361100,4,1,33,
361100,5,1,120,
361100,6,1,9,
361100,7,1,0,
361100,8,1,0,
361100,9,1,0,
361100,10,1,9,
361200,1,1,0,
361200,2,1,0,
361200,3,1,150,
361200,4,1,24,
361200,5,1,108,
361200,6,1,6,
361200,7,1,0,
361200,8,1,0,
361200,9,1,0,
361200,10,1,6,
361300,1,1,0,
361300,2,1,0,
361300,3,1,99,
361300,4,1,12,
361300,5,1,27,
361300,6,1,6,
361300,7,1,0,
361300,8,1,0,
361300,9,1,0,
361300,10,1,3,
361400,1,1,0,
361400,2,1,0,
361400,3,1,189,
361400,4,1,18,
361400,5,1,129,
361400,6,1,3,
361400,7,1,0,
361400,8,1,0,
361400,9,1,0,
361400,10,1,3,
361500,1,1,3,
361500,2,1,0,
361500,3,1,246,
361500,4,1,27,
361500,5,1,96,
361500,6,1,6,
361500,7,1,0,
361500,8,1,0,
361500,9,1,0,
361500,10,1,9,
361600,1,1,0,
361600,2,1,0,
361600,3,1,369,
361600,4,1,30,
361600,5,1,33,
361600,6,1,6,
361600,7,1,3,
361600,8,1,0,
361600,9,1,0,
361600,10,1,9,
361700,1,1,0,
361700,2,1,0,
361700,3,1,273,
361700,4,1,30,
361700,5,1,90,
361700,6,1,15,
361700,7,1,3,
361700,8,1,0,
361700,9,1,0,
361700,10,1,3,
361800,1,1,,c
361800,2,1,,c
361800,3,1,,c
361800,4,1,,c
361800,5,1,,c
361800,6,1,,c
361800,7,1,,c
361800,8,1,,c
361800,9,1,,c
361800,10,1,,c
361900,1,1,3,
361900,2,1,0,
361900,3,1,177,
361900,4,1,18,
361900,5,1,57,
